comboId,req1Id,req1,req_1,req2Id,req2,req_2,Label,AnnotationStatus
15575,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1493845,Launcher process: Disable cross-process DLL blocklist in ASAN builds,launcher process  disable cross process dll blocklist in asan builds,0,M
19498,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1495628,Launcher process: Consider --disable-e10s to also disable the launcher process in local builds,launcher process  consider   disable e10s to also disable the launcher process in local builds,0,M
11753,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1501750,[META] AS Router Debbugging, meta  as router debbugging,0,M
44332,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1458060,Implement ability to pin/unpin a selection of tabs,implement ability to pin unpin a selection of tabs,0,M
15900,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1359625,[UX] Provide detailed UX specs for edit and zoom controls in the new hamburger panel, ux  provide detailed ux specs for edit and zoom controls in the new hamburger panel,0,M
3771,106074,Helper App Management,helper app management,1473601,Investigate caching favicon requests better.,investigate caching favicon requests better ,0,M
43499,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1549906,Use brandings.ftl to allow OnboardingMessageProvider.jsm to use new strings,use brandings ftl to allow onboardingmessageprovider jsm to use new strings,0,M
36372,106074,Helper App Management,helper app management,1495838,L10N for for survey - Search Shortcuts,l10n for for survey   search shortcuts,0,M
39927,185618,Offer choice to open natively with Content-Disposition: attachment (View/Show in browser),offer choice to open natively with content disposition  attachment  view show in browser ,1358215,Add flag to facilitate early landing of photon-animation work ahead of v57,add flag to facilitate early landing of photon animation work ahead of v57,0,M
30711,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1498645,Refactor ASR RichText into its own component,refactor asr richtext into its own component,0,M
44582,106074,Helper App Management,helper app management,1428472,"Default to the selected shipping address (if applicable) on the ""add basic card"" screen",default to the selected shipping address  if applicable  on the  add basic card  screen,0,M
10203,142179,"Cookie Manager: sort ""Cookie Sites"" should sort by Domain (TLD -> left, as labels, not strings, etc.)",cookie manager  sort  cookie sites  should sort by domain  tld    left  as labels  not strings  etc  ,1557840,[CFR] Recommendation Request: Social Tracking Protection, cfr  recommendation request  social tracking protection,0,M
42145,106074,Helper App Management,helper app management,1483218,Add additional descriptive text for search shortcuts for screen readers,add additional descriptive text for search shortcuts for screen readers,0,M
31523,115041,support %u in mailcap helpers,support  u in mailcap helpers,1498645,Refactor ASR RichText into its own component,refactor asr richtext into its own component,0,M
5495,115041,support %u in mailcap helpers,support  u in mailcap helpers,1372309,Flip photon structure pref on nightly to get automated test coverage as well as nightly visibility / user testing exposure,flip photon structure pref on nightly to get automated test coverage as well as nightly visibility   user testing exposure,0,M
53706,191000,[RFE] allow users to override mime type for gz and other suffixes, rfe  allow users to override mime type for gz and other suffixes,1383758,Opening the bookmarks menu can be slow,opening the bookmarks menu can be slow,0,M
32319,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,198028,"""Go"" toolbar button should respect key modifiers (Shift/Ctrl/Alt)", go  toolbar button should respect key modifiers  shift ctrl alt ,0,M
49497,125419,"[META]Add AppleScript support and capabilities to Mozilla on Mac, e.g. AppleScript/OSA Script menu", meta add applescript support and capabilities to mozilla on mac  e g  applescript osa script menu,1367097,Update overflow panel height when removing items from it,update overflow panel height when removing items from it,0,M
46296,106074,Helper App Management,helper app management,1527642,[Context Menu] Redesigned new-tab page should display context menu button for all discovery stream layouts, context menu  redesigned new tab page should display context menu button for all discovery stream layouts,0,M
41185,115041,support %u in mailcap helpers,support  u in mailcap helpers,1534719,Restrict CFR pin tabs targeting to en-US,restrict cfr pin tabs targeting to en us,0,M
1676,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1565159,Add keyboard access for messages without a CTA link,add keyboard access for messages without a cta link,0,M
11524,106074,Helper App Management,helper app management,1503693,CFR button should persist in the URL bar until excused,cfr button should persist in the url bar until excused,0,M
42859,115041,support %u in mailcap helpers,support  u in mailcap helpers,1570481,Choose set of 3 First Run triplet cards to show up,choose set of 3 first run triplet cards to show up,0,M
26175,152289,new Filepicker filters for Nvu,new filepicker filters for nvu,1510470,Disable OS re-auth by default,disable os re auth by default,0,M
56154,70501,The middle mouse button should work more consistently (also ctrl+click),the middle mouse button should work more consistently  also ctrl click ,1354079,Add permanent/'sticky' area to overflow panel (behind a pref),add permanent  sticky  area to overflow panel  behind a pref ,0,M
2061,297643,Context menu option to open link/image using an external application,context menu option to open link image using an external application,1495546,Localization fails in OnboardingMessageProvider if we've already localized strings before,localization fails in onboardingmessageprovider if we ve already localized strings before,0,M
24572,106074,Helper App Management,helper app management,1379174,"When closing multiple tabs, the PermitUnload message should be sent to each tab in parallel",when closing multiple tabs  the permitunload message should be sent to each tab in parallel,0,M
