,req1Id,req1,req1Product,req1Type,req2Id,req2,req2Product,req2Type,BinaryClass,MultiClass
13827,1457572,[META] Build Process,Firefox,enhancement,1500178,[meta] AS build in mc,Firefox,enhancement,1,requires
13830,1457572,[META] Build Process,Firefox,enhancement,1428108,set browser.newtabpage.activity-stream.debug by default in local builds,Firefox,enhancement,1,requires
13831,1457572,[META] Build Process,Firefox,enhancement,1440421,Mirror https://github.com/mozilla/activity-stream repository layout in browser/extensions/activity-stream,Firefox,enhancement,1,requires
13832,1457572,[META] Build Process,Firefox,enhancement,1459684,move JSX files for exporting so they can be used for mc node builds,Firefox,enhancement,1,requires
13833,1457572,[META] Build Process,Firefox,enhancement,1459687,move SCSS files for exporting so they can be built by node in-tree,Firefox,enhancement,1,requires
13834,1457572,[META] Build Process,Firefox,enhancement,1459772,pre-render locales in mc using node script,Firefox,enhancement,1,requires
13835,1457572,[META] Build Process,Firefox,enhancement,1462721,Remove babel plugin for object rest spread when dependencies update,Firefox,enhancement,1,requires
13837,1457572,[META] Build Process,Firefox,enhancement,1476683,Audit dependencies with --display-optimization-bailout for 63 [recurring],Firefox,enhancement,1,requires
13844,1457572,[META] Build Process,Firefox,enhancement,1491853,m-c developers should be able to easily get started with in-tree AS development,Firefox,enhancement,1,requires
13845,1457572,[META] Build Process,Firefox,enhancement,1499901,Add buildbeta script mostly like buildmc but skips stringsExport copy to browser/locales,Firefox,enhancement,1,requires
13846,1457572,[META] Build Process,Firefox,enhancement,1502171,turning on linting of Activity-Stream code in mozilla-central,Firefox,enhancement,1,requires
13847,1457572,[META] Build Process,Firefox,enhancement,1433315,[meta] [EPIC] Activity Stream,Firefox,enhancement,1,blocks
13874,1459288,[META] Better Highlights,Firefox,enhancement,1433231,Add synced tabs to Highlights,Firefox,enhancement,1,requires
13875,1459288,[META] Better Highlights,Firefox,enhancement,1459289,Compact Highlight Cards,Firefox,enhancement,1,requires
13876,1459288,[META] Better Highlights,Firefox,enhancement,1433315,[meta] [EPIC] Activity Stream,Firefox,enhancement,1,blocks
13903,1459773,[meta] make unit tests run in mozilla-central automation,Firefox,enhancement,1457572,[META] Build Process,Firefox,enhancement,1,blocks
14007,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1473189,Tracking protection in Private Browsing mode ignores any user overrides done in normal mode,Firefox,enhancement,1,requires
14008,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1484247,Switch the Report Breakage dialog to use Firefox telemetry custom pings,Firefox,enhancement,1,requires
14009,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1488978,We should probably remove the shield when a storage exception is granted,Firefox,enhancement,1,requires
14010,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1502374,Help users restore privacy.trackingprotection.pbmode.enabled after we remove the toggle on about:privatebrowsing,Firefox,enhancement,1,requires
14011,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1457512,Lighten two Control Center strings that describe unexceptional states,Firefox,enhancement,1,requires
14012,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1461922,[ux] Design spec for privacy panel work,Firefox,enhancement,1,requires
14013,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1462468,Add a tracking protection option to the hamburger menu,Firefox,enhancement,1,requires
14014,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1462469,"Add a ""Clear Cookies and Site Data"" footer button to the identity popup",Firefox,enhancement,1,requires
14015,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1462470,Update Tracking Protection section in the identity popup,Firefox,enhancement,1,requires
14016,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1462471,Link to permission preferences from the identity popup permissions section,Firefox,enhancement,1,requires
14017,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1462579,Update Tracking Protection preferences to have two checkboxes instead of a radio group,Firefox,enhancement,1,requires
14018,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1465228,[UX] Design Animation for the Tracking Protection Shield in the URL Bar,Firefox,enhancement,1,requires
14019,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1465337,Tracking protection toggle and sync button should have their separators aligned,Firefox,enhancement,1,requires
14020,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1470020,Apply some minor UX/copy improvements to the TP section of the identity popup,Firefox,enhancement,1,requires
14021,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1471713,Add an animation for the tracking protection icon,Firefox,enhancement,1,requires
14022,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1472535,Put the main menu tracking protection toggle behind a pref,Firefox,enhancement,1,requires
14023,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1472685,Remove the preferences gears in the identity popup again,Firefox,enhancement,1,requires
14024,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1474238,"Add a ""report breakage"" dialog for Tracking Protection",Firefox,enhancement,1,requires
14025,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1476217,Update Tracking Protection preferences for Content Blocking,Firefox,enhancement,1,requires
14026,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1476218,Update Tracking Protection section in the identity popup for Content Blocking,Firefox,enhancement,1,requires
14027,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1476220,"Show a ""site information"" header in the identity popup",Firefox,enhancement,1,requires
14028,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1476224,Update the Tracking Protection section in the main menu for Content Blocking,Firefox,enhancement,1,requires
14029,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1482281,Sync the new browser.contentblocking.enabled,Firefox,enhancement,1,requires
14030,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1484251,Telemetry for Content Blocking,Firefox,enhancement,1,requires
14031,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1484312,Add UI for restricting third-party cookies to the Control Centre,Firefox,enhancement,1,requires
14032,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1484583,Strings for UI Tour Content Blocking in product,Firefox,enhancement,1,requires
14034,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1484832,Update DNT section for Content Blocking,Firefox,enhancement,1,requires
14035,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1485318,Write tests that assert that content blocking is showing correctly with FastBlock and Cookie Restrictions,Firefox,enhancement,1,requires
14036,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1486257,"""Slow loading trackers"" vs. ""All detected trackers"" unclear",Firefox,enhancement,1,requires
14037,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1486414,Add prefs to hide the Trackers and FastBlock categories in the Content Blocking preferences,Firefox,enhancement,1,requires
14038,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1488933,Link to the new content blocking onboarding from about:privatebrowsing when the CB UI is enabled,Firefox,enhancement,1,requires
14039,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1490388,Update Content Blocking Switch to be more accessible,Firefox,enhancement,1,requires
14040,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1490811,Add a permission doorhanger for storage access,Firefox,enhancement,1,requires
14041,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1491453,Do not show inactive content blocking categories in the control centre,Firefox,enhancement,1,requires
14042,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1492175,Add a pref for hiding the global content blocking toggle,Firefox,enhancement,1,requires
14043,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1495979,Cookie section in Control Center should only appear when something is actually blocked,Firefox,enhancement,1,requires
14044,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1496240,"Until inactive categories are not exposed in Control Center, change Blocked text to Blocking",Firefox,enhancement,1,requires
14045,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1496243,"When third party tracking cookies are blocked, control center says all third party cookies are blocked",Firefox,enhancement,1,requires
14046,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1496522,"Change ""All Detected Trackers"" to ""Trackers""",Firefox,enhancement,1,requires
14047,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1496671,Final pref changes for Content Blocking in Firefox 63,Firefox,enhancement,1,requires
14048,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1501977,Remove global Content Blocking toggle in the main menu and about:preferences,Firefox,enhancement,1,requires
14049,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1501985,Update Content Blocking section in about:preferences,Firefox,enhancement,1,requires
14050,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1501986,Update Content Blocking exception button in the control center,Firefox,enhancement,1,requires
14051,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1501990,Add a mode label to the Content Blocking section in the control center,Firefox,enhancement,1,requires
14052,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1502361,Remove Content Blocking toggle from about:privatebrowsing,Firefox,enhancement,1,requires
14053,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1503465,Add an async API for retrieving the content blocking log from <xul:browser>,Firefox,enhancement,1,requires
14054,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1504728,Add a content blocking notification for indicating when a top-level page is using cookies/site data,Firefox,enhancement,1,requires
14055,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1505198,Make sure the STATE_COOKIES_LOADED state is stored outside of the content blocking log,Firefox,enhancement,1,requires
14056,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1511954,"Add a pref for showing or hiding the ""Allowed"" label of content blocking categories.",Firefox,enhancement,1,requires
14057,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1522256,Add telemetry events for new content blocking UI items,Firefox,enhancement,1,requires
14058,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1522565,Create a sub-panel for cryptominers and fingerprinters,Firefox,enhancement,1,requires
14059,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1522567,Add cryptomining and fingerprinting protection options to custom content blocking preferences,Firefox,enhancement,1,requires
14060,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1525856,Enable commented out tests for exceptions in browser_trackingUI_fingerprinters.js and browser_trackingUI_cryptominers.js,Firefox,enhancement,1,requires
14061,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1527917,Enable cryptomining and fingerprinting blocking options in about:preferences,Firefox,enhancement,1,requires
14063,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1529517,Add new prefs for defining features in content blocking categories,Firefox,enhancement,1,requires
14064,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1529654,Label Cryptomining and Fingerprinting as Experimental in about:preferences,Firefox,enhancement,1,requires
14065,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1529659,Update top-level content blocking description and category descriptions to be more generic,Firefox,enhancement,1,requires
14066,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1538684,Add reportBreakage labels for fingerprinters and cryptominers,Firefox,enhancement,1,requires
14067,1461743,[meta] Privacy UI Improvements,Firefox,enhancement,1548626,Delay Privacy-UI onboarding by 30 min for new users,Firefox,enhancement,1,requires
14074,1462072,Analyze bookmarks mirror event telemetry,Firefox,enhancement,1461009,Rework bookmarks mirror event telemetry,Firefox,enhancement,1,requires
